ticker,name,reason,sub_reason,capital_impair,loss_years,impair_first_year,last_year,last_vs_peak_pct,final_30d_pct,last_date
138490,코오롱이앤피,피인수상폐,피인수상폐,정상,0.0,,2026,97.5,40.3,2026-04-15
138580,비즈니스온커뮤니케이션,피인수상폐,피인수상폐,정상,0.0,,2024,99.4,0.0,2024-11-21
138690,엘아이에스,부실상폐,부분자본잠식,부분자본잠식,3.0,2022.0,2023,6.5,-93.5,2023-12-05
139170,퓨얼셀파워,자진상폐,자진상폐,재무없음,,,2014,68.8,0.0,2014-10-29
139200,하이골드오션2호선박투자회사,피인수상폐,피인수상폐,정상,1.0,,2017,86.4,2.4,2017-01-10
140290,청광건설,자진상폐,자진상폐,재무없음,,,2023,74.8,3.3,2023-05-04
140890,트러스와이제7호위탁관리부동산투자회사,피인수상폐,피인수상폐,부분자본잠식,1.0,2017.0,2019,100.0,2.6,2019-05-03
141020,디에스앤엘,부실상폐,완전자본잠식,완전자본잠식,2.0,2016.0,2024,0.6,-99.4,2024-01-02
141070,맥스로텍,부실상폐,부분자본잠식,부분자본잠식,2.0,2020.0,2021,1.1,-93.8,2021-09-15
144620,코오롱머티리얼,자진상폐,자진상폐,부분자본잠식,3.0,2020.0,2021,76.7,0.0,2021-11-04
144630,씨아이에스,피인수상폐,피인수상폐,재무없음,,,2017,94.3,3.1,2017-01-19
144740,피엠디아카데미,부실상폐,소형·재무자료없음,재무없음,,,2018,1.9,-84.8,2018-08-06
148140,비디아이,부실상폐,완전자본잠식,완전자본잠식,3.0,2020.0,2024,2.0,-98.0,2024-06-05
149130,케이비부국제1호개발전문위탁관리부동산투자회사,부실상폐,완전자본잠식,완전자본잠식,1.0,,2015,7.2,19.5,2015-02-27
149940,모다,자진상폐,자진상폐,정상,3.0,,2020,59.6,0.0,2020-07-09
150440,피노텍,자진상폐,자진상폐,완전자본잠식,2.0,2018.0,2024,67.4,-32.6,2024-03-20
150840,인트로메딕,부실상폐,적자지속,정상,3.0,,2026,2.6,-97.4,2026-01-23
151750,테라텍,피인수상폐,피인수상폐,재무없음,,,2016,63.3,44.8,2016-02-22
151910,퓨처코어,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,1.0,,2025,2.3,-97.7,2025-11-25
152330,코리아오토글라스,피인수상폐,피인수상폐,정상,0.0,,2020,97.6,13.7,2020-12-17
152550,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권),부실상폐,소형·재무자료없음,재무없음,,,2026,11.8,-78.7,2026-04-30
153360,하이골드오션3호선박투자회사,피인수상폐,피인수상폐,부분자본잠식,1.0,2015.0,2022,100.0,2.8,2022-04-08
155900,바다로19호선박투자회사,피인수상폐,피인수상폐,부분자본잠식,1.0,2015.0,2023,100.0,4.0,2023-11-23
155960,지디,부실상폐,적자지속,정상,3.0,,2018,1.4,-96.1,2018-10-11
156170,비앤에스미디어,자진상폐,자진상폐,재무없음,,,2017,36.9,0.0,2017-07-12
158300,에스에이티,피인수상폐,피인수상폐,재무없음,,,2021,78.2,38.3,2021-12-08
158310,참존글로벌,부실상폐,완전자본잠식,완전자본잠식,2.0,2020.0,2022,6.0,-94.0,2022-11-08
158380,삼목강업,피인수상폐,피인수상폐,정상,0.0,,2016,85.0,0.0,2016-04-20
159650,하이골드오션8호국제선박투자회사,피인수상폐,피인수상폐,부분자본잠식,2.0,2017.0,2020,88.2,-7.6,2020-04-24
160350,웹솔루스,부실상폐,소형·재무자료없음,재무없음,,,2015,0.2,-99.4,2015-04-29
160600,이큐셀,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,1.0,2020.0,2025,12.6,-87.4,2025-02-13
161570,더미동,부실상폐,적자지속,정상,3.0,,2024,2.2,-79.8,2024-06-14
163430,디피코,부실상폐,소형·재무자료없음,재무없음,,,2024,0.0,-100.0,2024-06-17
164060,이루다,피인수상폐,피인수상폐,정상,1.0,,2024,85.1,9.1,2024-10-21
165270,금오하이텍,부실상폐,소형·재무자료없음,재무없음,,,2017,1.9,-97.4,2017-06-05
167380,나무기술,피인수상폐,피인수상폐,재무없음,,,2018,82.1,19.5,2018-12-10
168490,한국투자패러랠유전해외자원개발특별자산투자회사1호(지분증권),자진상폐,자진상폐,재무없음,,,2025,31.5,-16.9,2025-03-31
172580,하이골드오션12호국제선박투자회사,피인수상폐,피인수상폐,부분자본잠식,1.0,2017.0,2021,100.0,2.8,2021-12-30
174880,장원테크,부실상폐,적자지속,정상,2.0,,2026,21.5,-78.5,2026-01-13
176440,미래오토스,부실상폐,적자지속,정상,3.0,,2022,0.9,-99.1,2022-06-24
176560,포인트엔지니어링,피인수상폐,피인수상폐,정상,0.0,,2019,93.6,31.9,2019-07-15
179280,스탠다드펌,부실상폐,소형·재무자료없음,재무없음,,,2015,0.6,-99.0,2015-04-29
179440,비지스틸,부실상폐,소형·재무자료없음,재무없음,,,2016,15.0,-72.8,2016-07-06
181340,이즈미디어,부실상폐,부분자본잠식,부분자본잠식,3.0,2023.0,2024,2.5,-97.5,2024-07-09
181980,자원메디칼,피인수상폐,피인수상폐,정상,0.0,,2015,100.0,5.9,2015-04-14
182690,테라셈,부실상폐,적자지속,정상,3.0,2018.0,2022,0.6,-90.6,2022-10-14
183350,엘피케이로보틱스,자진상폐,자진상폐,재무없음,,,2020,34.2,-46.4,2020-06-16
183410,골프존클라우드,자진상폐,자진상폐,재무없음,,,2024,40.7,0.4,2024-02-21
185280,이푸른,피인수상폐,피인수상폐,재무없음,,,2016,45.5,32.9,2016-12-02
187770,판타지오,피인수상폐,피인수상폐,재무없음,,,2014,80.0,0.0,2014-11-07
189540,씨티네트웍스,부실상폐,소형·재무자료없음,재무없음,,,2020,1.3,-95.9,2020-05-11
189700,디피앤케이,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,1.0,,2017,0.1,-98.5,2017-08-30
192240,나이코,피인수상폐,피인수상폐,재무없음,,,2016,48.7,39.5,2016-12-22
192520,경남은행,자진상폐,자진상폐,재무없음,,,2015,69.6,-2.5,2015-06-22
192530,광주은행,피인수상폐,피인수상폐,재무없음,,,2018,84.4,-1.8,2018-10-25
194510,넥스쳐,자진상폐,자진상폐,정상,2.0,,2020,46.6,-53.4,2020-09-08
194610,우성아이비,부실상폐,완전자본잠식,완전자본잠식,2.0,2018.0,2018,2.0,-96.8,2018-10-11
194860,에스와이이노베이션,부실상폐,소형·재무자료없음,재무없음,,,2017,5.0,-90.5,2017-04-11
195440,퓨전,부실상폐,부분자본잠식,부분자본잠식,3.0,2018.0,2021,15.9,-84.1,2021-06-09
197210,리드,부실상폐,완전자본잠식,완전자본잠식,3.0,2019.0,2020,0.6,-95.0,2020-05-13
199870,배터리솔루션즈,부실상폐,소형·재무자료없음,재무없음,,,2018,3.0,-93.0,2018-03-27
204440,대우기업인수목적2호,피인수상폐,피인수상폐,재무없음,,,2017,97.8,0.0,2017-05-26
204630,로아앤코홀딩스,부실상폐,부분자본잠식,부분자본잠식,3.0,2023.0,2026,4.7,-95.3,2026-03-17
204650,케이티비기업인수목적1호,피인수상폐,피인수상폐,정상,0.0,,2017,98.5,-1.0,2017-07-06
204690,다린,피인수상폐,피인수상폐,재무없음,,,2017,100.0,0.0,2017-08-01
204760,현대에이블기업인수목적1호,피인수상폐,피인수상폐,재무없음,,,2017,98.8,0.2,2017-06-14
204990,코썬바이오,부실상폐,부분자본잠식,부분자본잠식,2.0,2019.0,2020,0.4,-98.5,2020-08-10
205290,케미메디,부실상폐,소형·재무자료없음,재무없음,,,2020,5.2,-94.8,2020-05-12
206660,골든브릿지제2호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2017,97.2,1.0,2017-10-19
207230,디와이엘엔제이,부실상폐,소형·재무자료없음,재무없음,,,2016,0.9,-97.7,2016-07-25
207720,엔에이치에스엘기업인수목적,자진상폐,자진상폐,재무없음,,,2017,71.1,0.7,2017-10-13
207930,에스케이제1호기업인수목적,자진상폐,자진상폐,재무없음,,,2017,78.9,-0.2,2017-11-03
208340,파멥신,부실상폐,적자지속,정상,3.0,,2026,3.9,-96.1,2026-01-26
208870,하나머스트3호기업인수목적,자진상폐,자진상폐,정상,0.0,,2017,37.5,-9.4,2017-07-28
210610,소프트캠프,피인수상폐,피인수상폐,재무없음,,,2019,88.1,7.2,2019-12-27
213090,미래테크놀로지,자진상폐,자진상폐,정상,2.0,,2021,78.1,3.5,2021-10-01
214310,로아앤코,부실상폐,적자지속,정상,3.0,,2024,8.7,-91.3,2024-12-20
214870,한울비앤씨,부실상폐,완전자본잠식,완전자본잠식,2.0,2022.0,2025,0.7,-99.3,2025-03-28
215050,비엔디생활건강,부실상폐,소형·재무자료없음,재무없음,,,2023,2.4,-97.6,2023-04-20
215580,대우기업인수목적3호,자진상폐,자진상폐,재무없음,,,2017,59.8,0.0,2017-12-22
215750,미래에셋제3호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2018,100.0,1.0,2018-01-03
216280,원텍,자진상폐,자진상폐,재무없음,,,2022,76.8,-0.7,2022-06-29
217600,켐온,자진상폐,자진상폐,정상,0.0,,2022,53.5,-6.5,2022-12-15
217810,엔에이치기업인수목적7호,피인수상폐,피인수상폐,재무없음,,,2018,97.1,0.0,2018-01-18
218710,키움제3호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2018,99.8,0.7,2018-02-13
219580,골든브릿지제3호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2018,99.5,0.0,2018-02-06
219860,한화에이스기업인수목적2호,피인수상폐,피인수상폐,재무없음,,,2018,99.0,0.7,2018-02-28
219960,유안타제2호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2018,96.0,0.2,2018-02-22
220110,드림티엔터테인먼트,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,0.0,,2020,0.6,-99.4,2020-04-09
220250,카이노스메드,피인수상폐,피인수상폐,재무없음,,,2020,96.7,28.7,2020-06-05
220630,맘스터치앤컴퍼니,자진상폐,자진상폐,정상,0.0,,2022,75.4,-4.2,2022-05-30
221200,유진기업인수목적3호,피인수상폐,피인수상폐,정상,0.0,,2018,99.8,1.0,2018-04-16
221610,자안바이오,부실상폐,적자지속,정상,2.0,,2022,0.2,-98.3,2022-01-04
221670,주노콜렉션,부실상폐,소형·재무자료없음,재무없음,,,2019,24.4,-70.8,2019-07-15
221950,케이비드림투게더제3호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2018,99.0,0.5,2018-03-29
222390,케이비제8호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2018,99.3,0.7,2018-03-12
222520,솔트웍스,자진상폐,자진상폐,재무없음,,,2016,71.1,-12.9,2016-12-02
222810,세토피아,부실상폐,부분자본잠식,부분자본잠식,3.0,2019.0,2026,0.3,-99.7,2026-03-13
223040,교보5호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2018,98.8,0.5,2018-03-29
224020,에스케이씨에스,자진상폐,자진상폐,재무없음,,,2024,26.7,2.1,2024-03-28
224090,정다운,피인수상폐,피인수상폐,재무없음,,,2016,93.3,7.2,2016-06-28
224880,에스지에이클라우드서비스,부실상폐,완전자본잠식,완전자본잠식,3.0,2018.0,2021,9.9,-90.0,2021-05-04
225330,씨엠에스에듀,자진상폐,자진상폐,정상,0.0,,2022,69.8,4.8,2022-03-16
225440,이베스트기업인수목적3호,피인수상폐,피인수상폐,재무없음,,,2018,100.0,1.0,2018-05-25
225650,쿠첸,자진상폐,자진상폐,정상,2.0,,2019,78.8,11.0,2019-09-11
225850,미애부,자진상폐,자진상폐,재무없음,,,2022,35.3,-64.7,2022-04-26
225860,엠앤씨생명과학,부실상폐,소형·재무자료없음,재무없음,,,2022,21.2,-77.3,2022-04-26
226350,아이엠텍,부실상폐,완전자본잠식,완전자본잠식,2.0,2018.0,2021,12.6,-87.4,2021-06-10
226360,케이에이치건설,부실상폐,적자지속,정상,2.0,,2026,1.9,-98.1,2026-01-13
226440,시스네오텍,부실상폐,부분자본잠식,부분자본잠식,3.0,2024.0,2025,0.7,-99.3,2025-06-18
226610,한국비엔씨,피인수상폐,피인수상폐,재무없음,,,2019,100.0,17.5,2019-12-02
226850,키움제4호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2018,100.0,0.5,2018-06-04
228180,비엘사이언스,자진상폐,자진상폐,재무없음,,,2020,68.5,12.5,2020-08-06
229480,줌인터넷,피인수상폐,피인수상폐,재무없음,,,2019,94.5,2.6,2019-06-07
230400,자비스,자진상폐,자진상폐,재무없음,,,2019,60.9,0.0,2019-11-14
230490,동부제4호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2018,100.0,0.2,2018-07-25
232270,케이비제9호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2018,99.5,-0.2,2018-10-11
232290,에스지에이시스템즈,자진상폐,자진상폐,부분자본잠식,0.0,2015.0,2017,62.0,0.0,2017-12-21
232330,에스케이제3호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2019,97.5,0.5,2019-08-29
232360,아스팩오일,피인수상폐,피인수상폐,재무없음,,,2017,92.7,16.9,2017-07-24
233190,미래자원엠엘,피인수상폐,피인수상폐,재무없음,,,2017,100.0,0.0,2017-12-27
235010,하이에이아이1호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2018,98.6,0.5,2018-10-11
235090,태경피엔에스,부실상폐,소형·재무자료없음,재무없음,,,2018,12.4,-65.2,2018-05-08
237720,케이엠제약,피인수상폐,피인수상폐,재무없음,,,2018,100.0,100.5,2018-09-27
238170,엔에스엠,피인수상폐,피인수상폐,정상,2.0,,2026,90.1,2.9,2026-03-25
240340,인터코스,부실상폐,소형·재무자료없음,재무없음,,,2022,10.0,-90.0,2022-05-16
240540,한국제4호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2019,97.2,-0.5,2019-01-28
241510,이에스산업,자진상폐,자진상폐,재무없음,,,2021,41.3,-58.7,2021-01-25
242350,피엔아이컴퍼니,부실상폐,소형·재무자료없음,재무없음,,,2023,0.7,-96.2,2023-09-15
242420,본느,자진상폐,자진상폐,재무없음,,,2018,62.9,-25.2,2018-10-26
242850,영현무역,부실상폐,소형·재무자료없음,재무없음,,,2019,21.2,0.0,2019-05-21
245030,스페이스솔루션,부실상폐,소형·재무자료없음,재무없음,,,2019,22.2,3.9,2019-02-26
246830,시냅스엠,부실상폐,소형·재무자료없음,재무없음,,,2018,1.6,-97.4,2018-05-11
247300,인프라웨어테크놀러지,자진상폐,자진상폐,재무없음,,,2019,28.5,0.0,2019-12-05
248020,젬,부실상폐,소형·재무자료없음,재무없음,,,2024,0.6,-99.0,2024-04-04
250300,제이에스피브이,부실상폐,소형·재무자료없음,재무없음,,,2019,0.4,-99.4,2019-02-28
251540,에스와이제이,부실상폐,소형·재무자료없음,재무없음,,,2018,20.0,-68.4,2018-09-06
251960,엠에프엠코리아,피인수상폐,피인수상폐,재무없음,,,2020,98.4,0.2,2020-12-29
252370,유쎌,부실상폐,소형·재무자료없음,재무없음,,,2020,12.1,-72.6,2020-02-26
252940,에스엠로보틱스,자진상폐,자진상폐,재무없음,,,2018,44.1,2.4,2018-04-24
256090,패션플랫폼,자진상폐,자진상폐,재무없음,,,2018,57.1,0.0,2018-02-12
257730,신한제3호기업인수목적,자진상폐,자진상폐,재무없음,,,2019,75.7,-2.9,2019-09-30
258250,셀젠텍,부실상폐,소형·재무자료없음,재무없음,,,2024,0.4,-96.2,2024-08-29
258540,에스엘테라퓨틱스,부실상폐,소형·재무자료없음,재무없음,,,2025,5.4,-81.5,2025-05-02
260490,캐로스,부실상폐,소형·재무자료없음,재무없음,,,2017,0.0,-99.9,2017-11-28
262760,엔케이맥스,자진상폐,자진상폐,정상,2.0,,2019,56.8,-1.8,2019-07-03
262830,대신밸런스제4호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2019,95.6,-1.9,2019-10-08
263540,어스앤에어로스페이스,부실상폐,완전자본잠식,완전자본잠식,2.0,2019.0,2024,0.3,-99.7,2024-11-05
264290,한화에이스기업인수목적3호,자진상폐,자진상폐,재무없음,,,2019,72.6,-0.7,2019-12-05
265480,미래에셋대우기업인수목적1호,피인수상폐,피인수상폐,재무없음,,,2020,89.3,0.2,2020-01-02
265920,한화수성기업인수목적,피인수상폐,피인수상폐,재무없음,,,2020,93.4,0.5,2020-01-14
266870,파워풀엑스,부실상폐,소형·재무자료없음,재무없음,,,2025,12.6,-68.8,2025-12-26
267060,명진홀딩스,부실상폐,소형·재무자료없음,재무없음,,,2023,1.1,-98.9,2023-04-17
267810,앙츠,자진상폐,자진상폐,재무없음,,,2023,48.9,-17.7,2023-04-03
268600,셀리버리,부실상폐,완전자본잠식,완전자본잠식,3.0,2022.0,2025,0.2,-99.8,2025-03-06
270020,이십일스토어,피인수상폐,피인수상폐,정상,0.0,,2022,100.0,0.0,2022-04-13
271400,알로이스,피인수상폐,피인수상폐,재무없음,,,2019,94.4,0.0,2019-09-30
271740,한국제5호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2020,92.3,0.0,2020-03-02
271780,비엔에프머티리얼즈,피인수상폐,피인수상폐,재무없음,,,2020,100.0,0.0,2020-11-04
271850,다이오진,부실상폐,소형·재무자료없음,재무없음,,,2023,11.8,-88.2,2023-04-11
272420,극동자동화,피인수상폐,피인수상폐,재무없음,,,2018,100.0,0.0,2018-11-14
276920,아이비케이에스제7호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2020,89.3,-0.2,2020-06-17
277480,신한제4호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2020,97.0,0.5,2020-08-19
278380,원바이오젠,피인수상폐,피인수상폐,재무없음,,,2021,92.8,16.4,2021-02-08
279410,한화에이스기업인수목적4호,피인수상폐,피인수상폐,재무없음,,,2020,94.2,-0.5,2020-07-02
281310,바이오시네틱스,부실상폐,소형·재무자료없음,재무없음,,,2023,5.5,-94.5,2023-06-09
281410,한국제6호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2020,94.9,0.5,2020-07-24
282690,동아타이어공업,피인수상폐,피인수상폐,정상,0.0,,2024,98.3,1.5,2024-10-07
283100,노보믹스,부실상폐,완전자본잠식,완전자본잠식,1.0,2022.0,2025,5.7,-91.1,2025-05-27
284420,휴럼,피인수상폐,피인수상폐,재무없음,,,2021,100.0,11.2,2021-07-26
284610,티에스트릴리온,피인수상폐,피인수상폐,재무없음,,,2020,86.4,12.7,2020-12-29
285770,라이프사이언스테크놀로지,부실상폐,소형·재무자료없음,재무없음,,,2023,9.4,-90.6,2023-06-09
286000,씨엔티드림,자진상폐,자진상폐,재무없음,,,2024,45.9,-54.1,2024-10-04
287410,제이시스메디칼,피인수상폐,피인수상폐,정상,0.0,,2024,99.2,0.1,2024-11-06
288490,나라소프트,부실상폐,소형·재무자료없음,재무없음,,,2026,1.4,-98.1,2026-02-06
289860,지슨,피인수상폐,피인수상폐,부분자본잠식,1.0,2022.0,2025,87.2,-4.1,2025-08-13
290380,대유,자진상폐,자진상폐,정상,3.0,,2025,59.1,-40.9,2025-08-20
290510,코리아센터,자진상폐,자진상폐,정상,0.0,,2022,70.6,4.1,2022-12-15
291210,한국제7호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2021,98.1,0.2,2021-01-14
298870,우리벤처파트너스,자진상폐,자진상폐,정상,0.0,,2023,67.9,-1.0,2023-08-25
299670,에스엠비나,자진상폐,자진상폐,재무없음,,,2024,55.6,-44.4,2024-08-14
299910,애닉,부실상폐,완전자본잠식,완전자본잠식,3.0,2021.0,2025,1.2,-98.8,2025-02-13
307070,에스케이에이씨피씨제4호기업인수목적,자진상폐,자진상폐,재무없음,,,2021,60.6,-25.7,2021-07-12
307160,하나머스트제6호기업인수목적,피인수상폐,피인수상폐,정상,1.0,,2021,84.4,-2.6,2021-07-07
308700,테크엔,부실상폐,소형·재무자료없음,재무없음,,,2026,24.6,-75.4,2026-01-13
309900,티티씨디펜스,부실상폐,소형·재무자료없음,재무없음,,,2022,0.2,-99.8,2022-06-15
310840,엔에이치기업인수목적13호,피인수상폐,피인수상폐,재무없음,,,2021,81.5,-1.0,2021-09-17
311270,키움제5호기업인수목적,자진상폐,자진상폐,재무없음,,,2021,74.9,-4.9,2021-07-30
311840,대원모방,피인수상폐,피인수상폐,재무없음,,,2020,100.0,0.0,2020-02-26
313750,유안타제4호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2021,92.8,0.0,2021-12-06
317030,케이비제17호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2021,88.1,-0.7,2021-11-03
317320,한화에스비아이기업인수목적,자진상폐,자진상폐,재무없음,,,2021,28.9,-10.5,2021-12-06
322190,베른,부실상폐,소형·재무자료없음,재무없음,,,2024,0.5,-99.0,2024-04-24
323210,이베스트이안기업인수목적1호,피인수상폐,피인수상폐,재무없음,,,2022,80.4,0.2,2022-02-16
323230,엠에프엠코리아,부실상폐,적자지속,정상,3.0,,2025,0.7,-98.1,2025-06-18
323940,케이비제18호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2022,88.3,-0.2,2022-02-03
327970,케어룸의료산업,자진상폐,자진상폐,재무없음,,,2022,27.9,0.8,2022-03-10
329020,오션스톤,부실상폐,소형·재무자료없음,재무없음,,,2022,0.4,-99.4,2022-12-26
329050,구스앤홈,부실상폐,소형·재무자료없음,재무없음,,,2021,3.0,-97.0,2021-04-12
329560,상상인이안제2호기업인수목적,자진상폐,자진상폐,재무없음,,,2022,64.1,0.0,2022-04-01
330990,케이비제19호기업인수목적,자진상폐,자진상폐,재무없음,,,2022,78.4,0.0,2022-05-06
332710,하나금융14호기업인수목적,피인수상폐,피인수상폐,정상,2.0,,2022,98.3,-0.2,2022-09-23
335890,비올메디컬,자진상폐,자진상폐,정상,0.0,,2025,46.0,-1.1,2025-12-09
337450,에스케이제5호기업인수목적,자진상폐,자진상폐,재무없음,,,2022,62.5,-23.9,2022-10-17
340120,하이제5호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2022,98.1,0.0,2022-07-27
340350,에스케이제6호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2022,88.7,-4.5,2022-10-17
341160,하나금융15호기업인수목적,자진상폐,자진상폐,정상,1.0,,2022,64.0,11.1,2022-12-22
341310,이앤에치,부실상폐,소형·재무자료없음,재무없음,,,2026,0.2,-99.2,2026-02-23
342550,케이비제20호기업인수목적,자진상폐,자진상폐,재무없음,,,2022,67.3,-13.7,2022-12-28
343090,에이치엘비사이언스,피인수상폐,피인수상폐,부분자본잠식,3.0,2023.0,2026,91.4,2.5,2026-01-15
343510,하나금융16호기업인수목적,피인수상폐,피인수상폐,정상,2.0,,2023,89.4,-0.7,2023-02-28
344050,신영해피투모로우제6호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2023,91.5,38.3,2023-02-16
347140,케이프이에스제4호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2022,91.8,-1.0,2022-10-28
348840,데이드림엔터테인먼트,부실상폐,소형·재무자료없음,재무없음,,,2023,24.2,-4.3,2023-08-09
349720,이베스트기업인수목적5호,피인수상폐,피인수상폐,재무없음,,,2022,91.6,1.0,2022-12-23
351340,아이비케이에스제13호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2023,91.4,1.0,2023-02-20
353060,에이치엠씨아이비제5호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2023,98.3,-1.2,2023-09-21
353070,에이치엠씨아이비제4호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2023,92.3,0.2,2023-03-09
353490,미래에셋대우기업인수목적5호,피인수상폐,피인수상폐,재무없음,,,2023,90.8,-1.0,2023-05-16
354230,폭스소프트,자진상폐,자진상폐,정상,0.0,,2021,76.1,9.6,2021-08-31
366330,신한제7호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2023,100.0,48.4,2023-09-15
367340,디비금융제8호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2023,94.3,-0.2,2023-07-14
367360,디비금융제9호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2023,100.0,27.5,2023-11-23
367460,유안타제7호기업인수목적,자진상폐,자진상폐,재무없음,,,2022,48.8,-16.1,2022-12-07
367480,유안타제8호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2023,85.4,4.5,2023-09-07
372290,하나머스트7호기업인수목적,피인수상폐,피인수상폐,정상,2.0,,2024,85.5,-3.0,2024-02-16
373340,유진기업인수목적6호,피인수상폐,피인수상폐,재무없음,,,2023,81.3,1.5,2023-12-12
376190,엘비루셈,자진상폐,자진상폐,정상,0.0,,2025,53.5,4.1,2025-02-20
377400,하이제6호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2024,94.5,7.5,2024-01-24
377630,삼성기업인수목적4호,자진상폐,자진상폐,재무없음,,,2023,36.4,-14.0,2023-12-26
380320,삼성머스트기업인수목적5호,자진상폐,자진상폐,정상,0.0,,2024,48.2,0.2,2024-01-22
380440,엔에이치기업인수목적19호,피인수상폐,피인수상폐,재무없음,,,2023,99.9,1.0,2023-12-28
386580,한화플러스제2호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2024,88.2,0.7,2024-06-14
387310,대신밸런스제10호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2023,98.4,46.1,2023-03-15
388220,하나금융19호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2023,80.5,-7.2,2023-05-22
388800,유진기업인수목적7호,피인수상폐,피인수상폐,정상,0.0,,2024,100.0,1.0,2024-07-01
391060,엔에이치기업인수목적20호,피인수상폐,피인수상폐,정상,0.0,,2024,99.9,1.3,2024-05-13
393360,신한제8호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2024,89.5,0.7,2024-04-29
396770,엔에이치기업인수목적22호,피인수상폐,피인수상폐,재무없음,,,2023,87.4,10.2,2023-04-27
397500,대신밸런스제11호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2023,100.0,57.1,2023-03-08
397880,교보11호기업인수목적,자진상폐,자진상폐,재무없음,,,2024,78.5,0.7,2024-03-22
400560,하나금융20호기업인수목적,피인수상폐,피인수상폐,정상,1.0,,2023,87.7,3.5,2023-09-18
400840,하이제7호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2024,94.6,0.7,2024-07-25
404950,디비금융제10호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2024,92.6,15.0,2024-01-03
405350,아이비케이에스제17호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2023,85.5,-0.1,2023-11-02
405640,신한제9호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2024,80.0,-13.1,2024-06-10
406760,하나금융21호기업인수목적,자진상폐,자진상폐,정상,1.0,,2024,67.8,-15.3,2024-12-24
409570,한국제10호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2023,89.1,-6.9,2023-08-30
412930,미래에셋비전기업인수목적1호,피인수상폐,피인수상폐,정상,0.0,,2025,87.1,11.1,2025-01-20
413600,키움제6호기업인수목적,자진상폐,자진상폐,정상,0.0,,2025,70.1,0.0,2025-02-27
415580,상상인제3호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2024,98.1,0.0,2024-12-03
418170,하나금융22호기업인수목적,자진상폐,자진상폐,정상,0.0,,2024,72.6,-16.8,2024-12-18
418210,신한제10호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,84.6,1.0,2025-04-03
419270,신영해피투모로우제7호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2024,100.0,14.7,2024-04-24
419700,이브이파킹서비스,부실상폐,소형·재무자료없음,재무없음,,,2024,0.0,-99.4,2024-12-11
421800,교보12호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2024,85.8,14.6,2024-11-18
422040,엔에이치기업인수목적23호,피인수상폐,피인수상폐,정상,0.0,,2025,99.8,1.4,2025-02-07
