ticker,name,reason,sub_reason,capital_impair,loss_years,impair_first_year,last_year,last_vs_peak_pct,final_30d_pct,last_date
053870,지티앤티,부실상폐,소형·재무자료없음,재무없음,,,2015,3.2,-95.9,2015-10-14
054010,선팩테크,부실상폐,소형·재무자료없음,재무없음,,,2011,0.1,-99.6,2011-10-05
054020,지케이파워,부실상폐,소형·재무자료없음,재무없음,,,2010,0.3,-99.7,2010-04-02
054120,더체인지,자진상폐,자진상폐,재무없음,,,2011,45.4,-3.5,2011-12-14
054150,뉴젠아이씨티,부실상폐,소형·재무자료없음,재무없음,,,2011,0.3,-96.0,2011-04-28
054170,엔빅스,부실상폐,소형·재무자료없음,재무없음,,,2011,0.3,-97.7,2011-04-28
054340,피앤텔,부실상폐,부분자본잠식,부분자본잠식,2.0,2018.0,2020,1.8,-98.2,2020-05-20
054630,에이디칩스,부실상폐,부분자본잠식,부분자본잠식,3.0,2021.0,2025,0.9,-99.1,2025-12-29
055250,다휘,부실상폐,소형·재무자료없음,재무없음,,,2010,0.1,-99.0,2010-09-30
056000,코원플레이,부실상폐,적자지속,정상,2.0,,2023,0.9,-99.1,2023-03-29
056010,아이스테이션,부실상폐,소형·재무자료없음,재무없음,,,2012,0.5,-98.3,2012-04-12
056200,엠넷미디어,피인수상폐,피인수상폐,재무없음,,,2011,100.0,4.5,2011-03-21
056340,씨유전자,부실상폐,소형·재무자료없음,재무없음,,,2014,2.9,-90.1,2014-05-20
056710,미리넷,부실상폐,소형·재무자료없음,재무없음,,,2012,0.5,-96.4,2012-04-12
056810,위다스,부실상폐,소형·재무자료없음,재무없음,,,2013,5.7,-94.3,2013-09-09
056850,코어비트,부실상폐,소형·재무자료없음,재무없음,,,2010,3.4,-96.6,2010-03-08
057100,하이스마텍,부실상폐,소형·재무자료없음,재무없음,,,2010,4.5,-95.5,2010-05-07
057500,에스케이엔펄스,피인수상폐,피인수상폐,정상,0.0,2015.0,2020,81.1,5.9,2020-12-22
057880,푸른소나무,부실상폐,완전자본잠식,완전자본잠식,3.0,2021.0,2026,0.1,-99.9,2026-01-21
058220,아리온테크놀로지,피인수상폐,피인수상폐,완전자본잠식,3.0,2020.0,2024,100.0,0.0,2024-05-02
058370,비엔씨컴퍼니,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,1.0,,2017,2.7,-92.4,2017-05-04
058420,제이웨이,부실상폐,완전자본잠식,완전자본잠식,3.0,2022.0,2023,1.7,-98.3,2023-04-13
058480,해원에스티,부실상폐,소형·재무자료없음,재무없음,,,2010,11.2,-81.2,2010-05-07
058530,헬스커넥트,피인수상폐,피인수상폐,정상,3.0,2020.0,2024,100.0,0.0,2024-06-24
058690,퓨쳐인포넷,부실상폐,소형·재무자료없음,재무없음,,,2010,2.9,-78.6,2010-08-25
058900,투미비티,부실상폐,소형·재무자료없음,재무없음,,,2010,5.3,-78.3,2010-10-11
060300,레드로버,부실상폐,부분자본잠식,부분자본잠식,2.0,2019.0,2022,1.6,-98.4,2022-11-03
060670,유퍼트,부실상폐,소형·재무자료없음,재무없음,,,2010,0.2,-99.6,2010-04-12
060750,제이콤,부실상폐,소형·재무자료없음,재무없음,,,2011,0.2,-99.1,2011-04-15
060910,프리젠,부실상폐,적자지속,정상,2.0,,2017,8.8,-51.0,2017-02-23
061050,지앤디윈텍,부실상폐,소형·재무자료없음,재무없음,,,2012,0.2,-98.0,2012-01-19
061140,엘앤피아너스,부실상폐,소형·재무자료없음,재무없음,,,2011,0.2,-99.4,2011-12-27
061460,한진피앤씨,자진상폐,자진상폐,정상,0.0,,2017,71.0,3.5,2017-09-28
062580,인산가,피인수상폐,피인수상폐,재무없음,,,2018,80.7,0.0,2018-09-10
062860,티엘아이,자진상폐,자진상폐,정상,3.0,,2024,42.2,-57.8,2024-11-13
063840,닉스테크,피인수상폐,피인수상폐,재무없음,,,2016,91.7,14.1,2016-04-11
064060,사이노젠,부실상폐,소형·재무자료없음,재무없음,,,2010,0.8,-98.9,2010-04-12
064420,케이피케미칼,피인수상폐,피인수상폐,재무없음,,,2013,63.7,16.9,2013-01-14
064510,유네코,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,1.0,2020.0,2023,13.8,-86.2,2023-01-16
065160,라임,부실상폐,부분자본잠식,부분자본잠식,3.0,2018.0,2019,7.1,190.8,2019-05-02
065180,해피드림,자진상폐,자진상폐,재무없음,,,2015,25.8,-69.6,2015-04-30
065270,플렉스컴,부실상폐,완전자본잠식,완전자본잠식,1.0,,2016,1.1,-96.4,2016-04-11
065310,더스텔라,부실상폐,소형·재무자료없음,재무없음,,,2012,3.4,-94.3,2012-05-30
065340,쓰리디월드,부실상폐,소형·재무자료없음,재무없음,,,2010,0.4,-99.0,2010-04-14
065410,지엔텍홀딩스,부실상폐,소형·재무자료없음,재무없음,,,2010,1.2,-94.1,2010-05-04
065560,녹원씨엔아이,부실상폐,적자지속,정상,3.0,,2024,3.5,-96.5,2024-07-26
065610,폴리플러스,부실상폐,소형·재무자료없음,재무없음,,,2012,1.6,-93.3,2012-04-30
065620,제낙스,부실상폐,부분자본잠식,부분자본잠식,2.0,2017.0,2021,1.8,-98.2,2021-08-06
065940,바이오빌,부실상폐,완전자본잠식,완전자본잠식,3.0,2020.0,2020,1.4,-98.6,2020-07-30
066060,휴먼텍코리아,부실상폐,소형·재무자료없음,재무없음,,,2013,0.9,-97.0,2013-04-11
066110,한프,부실상폐,부분자본잠식,부분자본잠식,2.0,2020.0,2022,6.1,-93.9,2022-04-05
066270,네이트커뮤니케이션즈,자진상폐,자진상폐,정상,1.0,,2017,57.2,0.0,2017-02-24
066300,샤인시스템,부실상폐,소형·재무자료없음,재무없음,,,2010,2.1,-92.6,2010-06-28
066340,케이에스리소스,부실상폐,소형·재무자료없음,재무없음,,,2011,4.5,-93.7,2011-09-08
066350,티엔아이,부실상폐,완전자본잠식,완전자본잠식,1.0,,2015,1.7,-94.6,2015-05-19
066690,보광티에스,부실상폐,소형·재무자료없음,재무없음,,,2012,0.5,-98.5,2012-04-30
066930,한국애보트진단,피인수상폐,피인수상폐,재무없음,,,2010,95.0,1.1,2010-06-28
067130,클루넷,부실상폐,소형·재무자료없음,재무없음,,,2012,9.3,-56.9,2012-06-07
067250,케이조선,부실상폐,소형·재무자료없음,재무없음,,,2014,1.9,-92.6,2014-04-14
067850,바이나믹,부실상폐,소형·재무자료없음,재무없음,,,2010,0.7,-98.5,2010-05-18
067950,티이씨,부실상폐,소형·재무자료없음,재무없음,,,2010,4.0,-96.0,2010-02-19
068060,케이씨더블류,자진상폐,자진상폐,정상,0.0,,2015,76.6,-21.2,2015-09-17
068150,케이엔씨글로벌,부실상폐,부분자본잠식,부분자본잠식,1.0,2015.0,2017,1.4,-97.7,2017-03-06
068400,에스케이렌터카,자진상폐,자진상폐,정상,0.0,,2024,71.4,-4.5,2024-01-30
068420,엔터미디어,부실상폐,소형·재무자료없음,재무없음,,,2013,4.0,-71.2,2013-04-05
068630,에피밸리,부실상폐,소형·재무자료없음,재무없음,,,2012,18.1,-63.2,2012-04-23
068770,선우중공업,피인수상폐,피인수상폐,재무없음,,,2010,40.0,100.0,2010-06-16
068870,LG생명과학,피인수상폐,피인수상폐,정상,0.0,,2017,85.6,15.0,2017-01-16
069110,유한코스메틱,부실상폐,완전자본잠식,완전자본잠식,3.0,2022.0,2023,6.7,-93.3,2023-10-19
069470,제로원인터랙티브,부실상폐,소형·재무자료없음,재무없음,,,2010,2.2,-97.3,2010-04-30
070080,삼보오토,부실상폐,소형·재무자료없음,재무없음,,,2010,1.1,-90.8,2010-11-05
070480,신비앤텍,부실상폐,소형·재무자료없음,재무없음,,,2014,11.2,-62.8,2014-07-16
071460,위니아,부실상폐,완전자본잠식,완전자본잠식,3.0,2023.0,2025,1.6,-98.4,2025-06-17
071530,유에이블,부실상폐,소형·재무자료없음,재무없음,,,2013,0.2,-99.4,2013-04-22
071660,에스에스씨피,부실상폐,소형·재무자료없음,재무없음,,,2012,1.3,-97.0,2012-09-28
071930,에이스하이텍,부실상폐,소형·재무자료없음,재무없음,,,2015,0.5,-98.0,2015-07-09
072520,제넨바이오,부실상폐,적자지속,정상,3.0,,2025,1.5,-98.5,2025-06-17
072530,나이스메탈,부실상폐,소형·재무자료없음,재무없음,,,2011,7.4,-89.7,2011-05-06
073070,에이팸,부실상폐,적자지속,정상,3.0,,2021,4.5,-93.4,2021-06-03
073130,인스프리트,부실상폐,소형·재무자료없음,재무없음,,,2012,0.4,-99.4,2012-10-11
073930,제너시스템즈,부실상폐,소형·재무자료없음,재무없음,,,2013,1.7,-91.2,2013-07-11
074000,에스지피엠,부실상폐,소형·재무자료없음,재무없음,,,2014,15.4,-84.6,2014-03-26
074130,디아이디,부실상폐,소형·재무자료없음,재무없음,,,2015,0.7,-98.6,2015-07-22
074140,엑스로드,부실상폐,소형·재무자료없음,재무없음,,,2010,0.9,-93.3,2010-05-07
074150,엠제이비,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,1.0,,2016,0.8,-98.1,2016-09-02
076090,테이크시스템즈,부실상폐,소형·재무자료없음,재무없음,,,2010,0.8,-98.2,2010-04-22
077280,한컴지엠디,피인수상폐,피인수상폐,정상,1.0,,2020,84.8,4.5,2020-01-15
078420,동북아1호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2010,99.2,-0.2,2010-11-26
078650,지나인제약,부실상폐,완전자본잠식,완전자본잠식,3.0,2020.0,2023,1.6,-98.4,2023-07-20
078670,아구스,부실상폐,소형·재무자료없음,재무없음,,,2010,1.5,-98.5,2010-04-30
078700,신지소프트,부실상폐,소형·재무자료없음,재무없음,,,2010,3.0,-96.1,2010-02-26
078780,아이디에스,부실상폐,소형·재무자료없음,재무없음,,,2016,0.9,-98.9,2016-04-27
078940,퀀타피아,부실상폐,부분자본잠식,부분자본잠식,3.0,2017.0,2025,2.6,-97.4,2025-02-18
079440,오렌지라이프생명보험,자진상폐,자진상폐,재무없음,,,2020,71.4,-4.0,2020-02-13
079560,시노펙스멤브레인,부실상폐,소형·재무자료없음,재무없음,,,2010,8.1,-89.4,2010-04-12
079660,사조해표,자진상폐,자진상폐,정상,0.0,,2019,48.3,-25.8,2019-06-25
080000,에스엔유프리시젼,자진상폐,자진상폐,정상,0.0,,2024,43.8,-10.4,2024-12-19
080030,동북아2호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2013,98.6,2.4,2013-08-16
080140,디보스,부실상폐,소형·재무자료없음,재무없음,,,2010,16.7,0.0,2010-02-01
080180,아시아퍼시픽1호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2014,100.0,0.8,2014-07-09
080410,동북아6호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2010,96.5,0.0,2010-10-22
080440,에스제이케이,부실상폐,적자지속,정상,3.0,2017.0,2021,3.6,-96.4,2021-09-10
080960,동북아3호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2014,100.0,1.8,2014-02-10
080970,동북아4호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2014,100.0,1.8,2014-02-17
080980,동북아5호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2014,100.0,0.4,2014-04-24
081090,씨모텍,부실상폐,소형·재무자료없음,재무없음,,,2011,0.4,-99.2,2011-09-22
081190,아시아퍼시픽2호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2014,93.8,0.3,2014-12-17
081200,아시아퍼시픽3호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2014,91.3,0.3,2014-12-19
081210,아시아퍼시픽4호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2015,97.5,1.0,2015-01-19
081220,세미텍,자진상폐,자진상폐,재무없음,,,2014,67.5,5.9,2014-02-28
081930,아시아퍼시픽8호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2015,99.6,0.6,2015-02-16
081940,아시아퍼시픽9호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2015,99.2,1.4,2015-01-07
081970,케이엑스넥스지,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,0.0,,2018,10.3,-85.4,2018-10-10
082110,동북아8호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2011,100.0,1.6,2011-01-03
082220,프렉코,부실상폐,소형·재무자료없음,재무없음,,,2015,15.6,0.0,2015-09-24
082240,아시아퍼시픽5호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2015,99.8,0.4,2015-03-12
082250,아시아퍼시픽6호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2015,99.6,0.6,2015-03-12
082260,아시아퍼시픽7호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2015,100.0,0.7,2015-03-12
082390,피엘에이,부실상폐,완전자본잠식,완전자본잠식,1.0,,2016,4.3,-89.8,2016-07-22
082930,실리콘화일,피인수상폐,피인수상폐,재무없음,,,2014,95.6,2.4,2014-05-22
083350,동북아10호선박투자회사,피인수상폐,피인수상폐,정상,0.0,,2017,83.0,4.5,2017-06-13
083360,동북아11호선박투자회사,피인수상폐,피인수상폐,정상,0.0,,2017,99.8,4.2,2017-06-13
083370,동북아12호선박투자회사,피인수상폐,피인수상폐,정상,0.0,,2020,99.8,0.2,2020-06-22
083380,동북아13호선박투자회사,피인수상폐,피인수상폐,정상,0.0,,2020,98.6,0.2,2020-04-29
083390,동북아14호선박투자회사,피인수상폐,피인수상폐,정상,0.0,,2017,99.6,4.0,2017-06-13
083570,아시아퍼시픽10호선박투자회사,피인수상폐,피인수상폐,정상,0.0,,2017,100.0,3.5,2017-06-14
083580,아시아퍼시픽11호선박투자회사,피인수상폐,피인수상폐,정상,0.0,,2017,100.0,3.2,2017-06-14
083590,아시아퍼시픽12호선박투자회사,피인수상폐,피인수상폐,정상,0.0,,2017,100.0,4.3,2017-06-14
083600,아시아퍼시픽13호선박투자회사,피인수상폐,피인수상폐,정상,0.0,,2017,100.0,5.0,2017-06-14
083610,아시아퍼시픽14호선박투자회사,피인수상폐,피인수상폐,정상,0.0,,2017,98.8,0.8,2017-06-19
083620,아시아퍼시픽15호선박투자회사,피인수상폐,피인수상폐,정상,0.0,,2017,97.9,0.6,2017-07-28
084160,골든브릿지더블유엠경매부동산일호투자회사,피인수상폐,피인수상폐,재무없음,,,2010,87.6,1.8,2010-10-14
084240,동북아15호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2010,100.0,4.1,2010-07-12
084450,세실,부실상폐,소형·재무자료없음,재무없음,,,2011,2.1,-86.8,2011-02-09
084810,아이알디,부실상폐,소형·재무자료없음,재무없음,,,2010,9.1,-88.9,2010-03-31
085370,루트로닉,피인수상폐,피인수상폐,정상,0.0,,2023,97.1,-0.1,2023-10-26
085980,세화피앤씨,자진상폐,자진상폐,재무없음,,,2017,69.7,-0.3,2017-09-18
085990,영찬테크,부실상폐,소형·재무자료없음,재무없음,,,2010,1.3,-91.7,2010-05-07
086080,다이노나,자진상폐,자진상폐,정상,1.0,,2021,73.8,2.3,2021-11-19
086200,제이앤유글로벌,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,1.0,,2016,1.8,-92.8,2016-05-04
086250,화신테크,부실상폐,완전자본잠식,완전자본잠식,2.0,2021.0,2021,6.8,-93.2,2021-08-30
086460,큐러블,부실상폐,소형·재무자료없음,재무없음,,,2025,0.8,-96.8,2025-08-18
086720,코크렙제7호위탁관리부동산투자회사,피인수상폐,피인수상폐,재무없음,,,2010,81.6,2.1,2010-12-28
086830,신양오라컴디스플레이,부실상폐,부분자본잠식,부분자본잠식,1.0,2015.0,2017,1.4,-94.9,2017-05-04
087220,스틸플라워,부실상폐,부분자본잠식,부분자본잠식,3.0,2017.0,2018,6.8,-85.0,2018-05-04
087730,이엠네트웍스,부실상폐,완전자본잠식,완전자본잠식,3.0,2020.0,2021,1.5,-98.5,2021-10-07
088010,동북아21호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2010,94.2,0.0,2010-12-27
088020,네이쳐글로벌,부실상폐,소형·재무자료없음,재무없음,,,2011,2.1,-75.5,2011-01-07
088700,마이스코,부실상폐,소형·재무자료없음,재무없음,,,2013,1.4,-90.9,2013-05-03
088810,맥스브로,부실상폐,소형·재무자료없음,재무없음,,,2011,0.9,-96.5,2011-04-28
088960,씨티엘테크,부실상폐,소형·재무자료없음,재무없음,,,2012,2.0,-87.5,2012-02-07
089240,네오세미테크,부실상폐,소형·재무자료없음,재무없음,,,2010,1.1,-98.2,2010-09-02
089480,평산,부실상폐,소형·재무자료없음,재무없음,,,2012,3.7,-89.6,2012-04-12
089530,에이티세미콘,부실상폐,부분자본잠식,부분자본잠식,3.0,2016.0,2024,3.0,-97.0,2024-09-05
090090,디앤샵,자진상폐,자진상폐,재무없음,,,2011,75.3,-6.2,2011-12-14
090120,잘만테크,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,1.0,,2015,1.2,-94.9,2015-05-12
090540,코크렙제8호위탁관리부동산투자회사,피인수상폐,피인수상폐,재무없음,,,2015,100.0,3.7,2015-01-15
090730,심팩메탈,자진상폐,자진상폐,정상,1.0,,2018,68.1,-3.3,2018-07-16
090740,와이앤넥스트,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,1.0,,2022,3.6,-96.4,2022-10-14
090970,코리아퍼시픽01호선박투자회사,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,0.0,,2017,2.8,-95.5,2017-04-24
090980,코리아퍼시픽02호선박투자회사,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,0.0,,2017,2.4,-95.9,2017-04-24
090990,코리아퍼시픽03호선박투자회사,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,0.0,,2017,2.7,-95.5,2017-04-24
091000,코리아퍼시픽04호선박투자회사,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,0.0,,2017,2.7,-95.4,2017-04-24
091090,세원이앤씨,부실상폐,적자지속,정상,3.0,,2025,9.5,-90.5,2025-10-24
091270,유디피,부실상폐,소형·재무자료없음,재무없음,,,2018,0.4,-95.5,2018-04-17
091690,디지텍시스템스,부실상폐,소형·재무자료없음,재무없음,,,2015,0.6,-98.5,2015-01-20
091990,셀트리온헬스케어,피인수상폐,피인수상폐,정상,0.0,,2024,94.4,6.0,2024-01-11
092630,바다로3호선박투자회사,자진상폐,자진상폐,부분자본잠식,1.0,2015.0,2016,42.5,-12.2,2016-06-10
093230,이아이디,부실상폐,적자지속,정상,3.0,,2025,2.4,-97.6,2025-09-10
093400,코리아퍼시픽05호선박투자회사,부실상폐,소형·재무자료없음,재무없음,,,2013,0.3,-98.8,2013-04-09
093410,코리아퍼시픽06호선박투자회사,부실상폐,소형·재무자료없음,재무없음,,,2013,0.4,-98.5,2013-04-09
093820,한국베트남15-1유전해외자원개발투자회사,피인수상폐,피인수상폐,재무없음,,,2012,80.2,-6.2,2012-01-31
094190,이엘케이,부실상폐,완전자본잠식,완전자본잠식,3.0,2018.0,2020,1.3,-98.7,2020-05-21
094520,미래에셋맵스오퍼튜니티베트남주식혼합형투자회사1호,피인수상폐,피인수상폐,재무없음,,,2011,99.3,1.6,2011-11-23
094700,미성포리테크,부실상폐,소형·재무자료없음,재무없음,,,2012,1.0,-95.2,2012-04-12
094950,GB블루오션베트남주식혼합형투자회사1호,피인수상폐,피인수상폐,재무없음,,,2011,87.3,5.3,2011-01-04
095300,엔에스브이,부실상폐,부분자본잠식,부분자본잠식,2.0,2016.0,2017,3.9,-85.6,2017-09-11
096040,이트론,부실상폐,부분자본잠식,부분자본잠식,3.0,2018.0,2025,1.8,-98.2,2025-09-09
096300,한국월드와이드베트남부동산개발특별자산1호투자회사,자진상폐,자진상폐,재무없음,,,2023,37.1,-30.0,2023-02-01
096640,멜파스,부실상폐,부분자본잠식,부분자본잠식,3.0,2023.0,2023,10.1,-89.9,2023-07-14
098150,한국월드와이드아시아태평양특별자산1호투자회사,피인수상폐,피인수상폐,재무없음,,,2012,96.6,-0.6,2012-04-20
098400,엔스퍼트,부실상폐,소형·재무자료없음,재무없음,,,2012,3.2,-92.3,2012-07-23
099210,코리아퍼시픽07호선박투자회사,부실상폐,소형·재무자료없음,재무없음,,,2013,0.3,-98.7,2013-04-09
099340,하나유비에스암바토비니켈해외자원개발1호,자진상폐,자진상폐,재무없음,,,2020,35.2,-45.6,2020-06-30
099350,하나유비에스암바토비니켈해외자원개발2호,자진상폐,자진상폐,재무없음,,,2020,25.5,-60.6,2020-06-30
099660,신텍,부실상폐,완전자본잠식,완전자본잠식,2.0,2018.0,2018,2.7,-96.2,2018-07-06
099830,씨그널엔터테인먼트그룹,부실상폐,적자지속,정상,3.0,,2018,3.0,-94.3,2018-05-03
101060,SBS미디어홀딩스,자진상폐,자진상폐,정상,2.0,,2022,74.7,3.8,2022-01-17
101380,거북선2호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2010,93.8,-0.6,2010-12-02
101790,케이알제2호개발전문위탁관리부동산투자회사,피인수상폐,피인수상폐,재무없음,,,2012,100.0,0.0,2012-04-16
101990,파브코,자진상폐,자진상폐,재무없음,,,2014,59.2,0.7,2014-05-20
102000,거북선3호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2010,94.7,0.0,2010-12-02
102210,트레스,자진상폐,자진상폐,정상,3.0,,2021,66.4,-33.6,2021-04-16
102280,쌍방울,부실상폐,부분자본잠식,부분자본잠식,3.0,2023.0,2025,16.7,-83.3,2025-11-27
103130,웅진에너지,부실상폐,완전자본잠식,완전자본잠식,2.0,2017.0,2020,5.7,-94.3,2020-05-29
103150,하이트맥주,자진상폐,자진상폐,재무없음,,,2011,65.8,-5.4,2011-09-23
103650,에이치앤아이,부실상폐,소형·재무자료없음,재무없음,,,2016,1.6,-95.8,2016-07-13
104110,신성이엔지,자진상폐,자진상폐,정상,0.0,,2016,64.0,-14.5,2016-12-29
104120,신성에프에이,자진상폐,자진상폐,정상,0.0,,2016,65.1,-14.7,2016-12-29
105070,금강제강,부실상폐,소형·재무자료없음,재무없음,,,2012,2.7,-95.6,2012-08-13
105380,다산자기관리부동산투자회사,부실상폐,소형·재무자료없음,재무없음,,,2011,0.8,-97.3,2011-06-23
108070,삼성디지털이미징,피인수상폐,피인수상폐,재무없음,,,2010,94.8,3.6,2010-04-13
108790,인터파크,피인수상폐,피인수상폐,정상,1.0,,2020,83.8,10.1,2020-07-15
108890,거북선4호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2012,86.3,0.0,2012-05-23
110310,모린스,부실상폐,소형·재무자료없음,재무없음,,,2014,0.3,-94.7,2014-04-10
110500,유니드코리아,부실상폐,소형·재무자료없음,재무없음,,,2014,0.9,-92.2,2014-09-01
110570,넥솔론,부실상폐,부분자본잠식,부분자본잠식,0.0,2015.0,2017,3.0,-92.2,2017-04-14
110660,툴코리아,부실상폐,소형·재무자료없음,재무없음,,,2018,3.7,-91.4,2018-10-10
111610,세왕,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,1.0,,2016,7.3,-83.3,2016-01-22
111820,지유온,부실상폐,적자지속,정상,3.0,,2021,1.6,-98.4,2021-09-29
111870,케이에이치미래물산,부실상폐,적자지속,정상,2.0,,2026,4.0,-96.0,2026-01-13
112240,에스에프씨,부실상폐,적자지속,정상,3.0,,2020,5.7,-94.3,2020-06-29
114120,크루셜텍,부실상폐,완전자본잠식,완전자본잠식,3.0,2019.0,2024,0.8,-99.2,2024-02-14
114130,거북선5호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2012,100.0,4.4,2012-02-29
114140,거북선6호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2012,92.2,0.0,2012-02-29
114410,현대푸드시스템,피인수상폐,피인수상폐,재무없음,,,2010,96.8,1.1,2010-07-15
114570,지스마트글로벌,부실상폐,완전자본잠식,완전자본잠식,3.0,2019.0,2022,10.0,-90.0,2022-02-22
115390,락앤락,피인수상폐,피인수상폐,정상,2.0,,2024,98.6,0.3,2024-12-06
115960,연우,자진상폐,자진상폐,정상,1.0,,2024,77.2,-2.4,2024-03-05
117930,한진해운,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,0.0,,2017,0.3,-99.0,2017-03-06
119250,에프지엔개발전문자기관리부동산투자회사,자진상폐,자진상폐,재무없음,,,2014,27.1,-55.4,2014-10-28
119860,커넥트웨이브,피인수상폐,피인수상폐,정상,1.0,,2024,99.1,0.2,2024-09-23
120780,전우정밀,피인수상폐,피인수상폐,재무없음,,,2021,100.0,0.0,2021-05-04
121550,코크렙제15호기업구조조정부동산투자회사,자진상폐,자진상폐,정상,1.0,,2015,70.5,-14.2,2015-10-15
121910,대우증권그린코리아기업인수목적회사,피인수상폐,피인수상폐,재무없음,,,2012,100.0,1.1,2012-10-12
121950,미래에셋제1호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2012,100.0,1.0,2012-10-22
122050,아이엘사이언스,자진상폐,자진상폐,재무없음,,,2019,63.9,-10.5,2019-12-26
122290,동양밸류오션기업인수목적,피인수상폐,피인수상폐,재무없음,,,2012,100.0,1.5,2012-11-06
122750,우리기업인수목적1호,피인수상폐,피인수상폐,재무없음,,,2012,99.5,1.5,2012-12-20
122800,썬테크놀로지스,부실상폐,적자지속,정상,3.0,,2020,4.4,-95.6,2020-02-11
123100,원익테라세미콘,피인수상폐,피인수상폐,정상,0.0,,2019,55.4,23.1,2019-02-19
123160,히든챔피언제1호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2013,100.0,1.2,2013-01-17
123260,파인넥스,부실상폐,부분자본잠식,부분자본잠식,3.0,2018.0,2020,3.9,-96.1,2020-04-09
123290,한국투자신성장1호기업인수목적회사,피인수상폐,피인수상폐,재무없음,,,2013,99.8,2.9,2013-03-28
123300,부국퓨쳐스타즈기업인수목적,피인수상폐,피인수상폐,재무없음,,,2013,100.0,1.7,2013-05-31
123550,대신증권그로쓰알파기업인수목적,피인수상폐,피인수상폐,재무없음,,,2013,100.0,2.4,2013-03-28
123910,에스비아이앤솔로몬드림기업인수목적,피인수상폐,피인수상폐,재무없음,,,2013,100.0,3.1,2013-03-28
124050,한화에스브이명장제1호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2013,100.0,3.9,2013-02-14
126680,아이비케이에스스마트에스엠이기업인수목적1호,피인수상폐,피인수상폐,재무없음,,,2013,99.1,0.9,2013-07-26
126870,앤에스,부실상폐,적자지속,정상,3.0,,2022,3.5,-96.5,2022-10-25
127160,매직마이크로,부실상폐,적자지속,정상,3.0,,2022,1.1,-98.9,2022-09-21
128910,동부티에스블랙펄기업인수목적,피인수상폐,피인수상폐,재무없음,,,2013,99.5,0.5,2013-07-12
130960,씨제이이앤엠,피인수상폐,피인수상폐,정상,0.0,,2018,100.0,9.5,2018-07-17
131390,원익피앤이,피인수상폐,피인수상폐,정상,0.0,,2022,64.6,21.3,2022-11-28
134000,거북선7호선박투자회사,피인수상폐,피인수상폐,재무없음,,,2012,94.4,-2.6,2012-02-29
134780,에스엠화진,부실상폐,적자지속,정상,3.0,,2020,10.5,-89.5,2020-07-01
135160,무송지오씨,부실상폐,소형·재무자료없음,재무없음,,,2023,13.8,-82.1,2023-04-28
135270,세종머티리얼즈,부실상폐,소형·재무자료없음,재무없음,,,2019,0.4,-97.1,2019-10-01
136510,스마트솔루션즈,부실상폐,완전자본잠식,완전자본잠식,2.0,,2024,0.5,-99.5,2024-07-24
138250,엔에스쇼핑,자진상폐,자진상폐,정상,2.0,,2022,76.3,14.8,2022-03-21
138290,지성이씨에스,자진상폐,자진상폐,재무없음,,,2018,42.8,14.1,2018-08-21
138440,이코리아자기관리부동산투자회사,부실상폐,부분자본잠식,부분자본잠식,1.0,2015.0,2015,23.0,-71.1,2015-09-15
